,UserId,VenueId,TimeZone,Latitude,Longitude,Category,City,CountryCode,Time,Date,Local_Time,L1_Category,RegionId,R_Latitude,R_Longitude,#checked_region,active_regionId_1,active_regionId_2,time_sort,Local_Time_True
4164,5303,4ae726bff964a520e5a821e3,-420,33.53818,-112.101847,Convenience Store,Phoenix,US,16:55:27,2012730,2012/7/30 16:55,Shop & Service,4,33.52096371989529,-112.0698587486911,7,4,-1,2012-07-30 16:55:00,2012-07-30 09:55:00
14878,43232,4dc0bd00d22da0153340459a,-420,33.585609000000005,-112.066095,Hiking Trail,Phoenix,US,17:09:09,2012730,2012/7/30 17:09,Outdoors & Recreation,4,33.52096371989529,-112.0698587486911,7,4,-1,2012-07-30 17:09:00,2012-07-30 10:09:00
30118,169984,4dd83121e4cd37c893bfa0b5,-420,33.621598,-112.005905,Home (private),Phoenix,US,17:15:29,2012730,2012/7/30 17:15,Residence,5,33.60813345192308,-111.99399652884615,2,5,-1,2012-07-30 17:15:00,2012-07-30 10:15:00
4165,5303,4b6ccfe7f964a5202b562ce3,-420,33.523576,-112.101044,Bowling Alley,Phoenix,US,17:22:55,2012730,2012/7/30 17:22,Arts & Entertainment,4,33.52096371989529,-112.0698587486911,7,4,-1,2012-07-30 17:22:00,2012-07-30 10:22:00
34201,235179,4bda48eec79cc9286c697ee9,-420,33.447897,-112.073556,Gym,Phoenix,US,17:26:39,2012730,2012/7/30 17:26,Outdoors & Recreation,3,33.459221058139526,-112.07305906104652,3,4,-1,2012-07-30 17:26:00,2012-07-30 10:26:00
33710,227576,4b92c4b7f964a520f11934e3,-420,33.654716,-112.186884,Bank,Phoenix,US,17:33:31,2012730,2012/7/30 17:33,Shop & Service,2,33.5951913539823,-112.15487550884956,5,2,-1,2012-07-30 17:33:00,2012-07-30 10:33:00
25147,111120,4ae4e91bf964a5205a9f21e3,-420,33.551302,-112.057221,Grocery Store,Phoenix,US,18:22:27,2012730,2012/7/30 18:22,Shop & Service,4,33.52096371989529,-112.0698587486911,8,4,-1,2012-07-30 18:22:00,2012-07-30 11:22:00
4166,5303,4b59cf20f964a5204b9928e3,-420,33.492151,-112.11911,Sporting Goods Shop,Phoenix,US,18:34:52,2012730,2012/7/30 18:34,Shop & Service,3,33.459221058139526,-112.07305906104652,7,4,-1,2012-07-30 18:34:00,2012-07-30 11:34:00
842,168,4e7fa10fb8f76e28c2deef16,-420,33.503444,-112.073675,City,Phoenix,US,18:54:02,2012730,2012/7/30 18:54,Outdoors & Recreation,4,33.52096371989529,-112.0698587486911,6,4,-1,2012-07-30 18:54:00,2012-07-30 11:54:00
13190,32996,4b434117f964a5208edd25e3,-420,33.636953000000005,-112.071147,Gym / Fitness Center,Phoenix,US,18:55:34,2012730,2012/7/30 18:55,Outdoors & Recreation,8,33.64824537209302,-112.09229006976744,9,0,-1,2012-07-30 18:55:00,2012-07-30 11:55:00
14879,43232,4a563a04f964a520cab41fe3,-420,33.666863,-112.127044,Office,Phoenix,US,18:58:44,2012730,2012/7/30 18:58,Professional & Other Places,8,33.64824537209302,-112.09229006976744,7,4,-1,2012-07-30 18:58:00,2012-07-30 11:58:00
25404,113603,4a64ad1ef964a52078c61fe3,-420,33.495785999999995,-111.98817,Mediterranean Restaurant,Phoenix,US,19:01:32,2012730,2012/7/30 19:01,Food,1,33.4931607434555,-112.00071044502614,3,6,-1,2012-07-30 19:01:00,2012-07-30 12:01:00
34596,249222,449e9fb9f964a520c0341fe3,-420,33.435624,-112.003066,Airport,Phoenix,US,19:05:46,2012730,2012/7/30 19:05,Travel & Transport,6,33.41852281040892,-111.98156154646841,2,6,-1,2012-07-30 19:05:00,2012-07-30 12:05:00
5720,11800,4c01e39c27dcc9285757e152,-420,33.458791,-112.077595,Mediterranean Restaurant,Phoenix,US,19:09:05,2012730,2012/7/30 19:09,Food,3,33.459221058139526,-112.07305906104652,8,4,-1,2012-07-30 19:09:00,2012-07-30 12:09:00
15828,47549,4ac11e0ef964a520e89520e3,-420,33.452226,-112.069262,Sandwich Place,Phoenix,US,19:21:13,2012730,2012/7/30 19:21,Food,3,33.459221058139526,-112.07305906104652,7,3,-1,2012-07-30 19:21:00,2012-07-30 12:21:00
31264,186128,4d7d4425d1c28eec5ac71a74,-420,33.624393,-112.030699,Jewelry Store,Phoenix,US,19:29:26,2012730,2012/7/30 19:29,Shop & Service,5,33.60813345192308,-111.99399652884615,2,5,-1,2012-07-30 19:29:00,2012-07-30 12:29:00
8955,18884,4a7d9a16f964a520e7ee1fe3,-420,33.537955,-112.057421,Bakery,Phoenix,US,19:42:11,2012730,2012/7/30 19:42,Food,4,33.52096371989529,-112.0698587486911,8,4,-1,2012-07-30 19:42:00,2012-07-30 12:42:00
21147,76615,4e823cc1d3e3312da3a21440,-420,33.424514,-111.968793,Office,Phoenix,US,20:01:47,2012730,2012/7/30 20:01,Professional & Other Places,6,33.41852281040892,-111.98156154646841,4,6,-1,2012-07-30 20:01:00,2012-07-30 13:01:00
21965,85968,4bbfe5fdf8219c7410e6b010,-420,33.555335,-112.099255,Chinese Restaurant,Phoenix,US,20:09:44,2012730,2012/7/30 20:09,Food,4,33.52096371989529,-112.0698587486911,5,4,-1,2012-07-30 20:09:00,2012-07-30 13:09:00
33930,231504,4f67d02d003938727b2aa48d,-420,33.458835,-112.070568,Coffee Shop,Phoenix,US,20:30:26,2012730,2012/7/30 20:30,Drink,3,33.459221058139526,-112.07305906104652,4,3,-1,2012-07-30 20:30:00,2012-07-30 13:30:00
4601,7031,4b44e9c8f964a52094ff25e3,-420,33.507719,-112.045722,Asian Restaurant,Phoenix,US,20:49:28,2012730,2012/7/30 20:49,Food,4,33.52096371989529,-112.0698587486911,9,4,-1,2012-07-30 20:49:00,2012-07-30 13:49:00
10006,22237,44e0acc6f964a52008371fe3,-420,33.422944,-111.951783,Restaurant,Phoenix,US,21:06:57,2012730,2012/7/30 21:06,Food,6,33.41852281040892,-111.98156154646841,3,6,-1,2012-07-30 21:06:00,2012-07-30 14:06:00
27193,135315,4aabe4a4f964a520bb5a20e3,-420,33.464762,-112.073815,Light Rail,Phoenix,US,21:13:46,2012730,2012/7/30 21:13,Travel & Transport,3,33.459221058139526,-112.07305906104652,7,3,-1,2012-07-30 21:13:00,2012-07-30 14:13:00
29036,156710,4f747f01e4b0250b7157a3e8,-420,33.442362,-112.095368,Building,Phoenix,US,21:45:21,2012730,2012/7/30 21:45,Professional & Other Places,3,33.459221058139526,-112.07305906104652,7,3,-1,2012-07-30 21:45:00,2012-07-30 14:45:00
29665,164745,4b170a86f964a52062c123e3,-420,33.381788,-112.032223,Community College,Phoenix,US,21:50:29,2012730,2012/7/30 21:50,College & University,6,33.41852281040892,-111.98156154646841,4,1,6,2012-07-30 21:50:00,2012-07-30 14:50:00
24427,101750,449e9fb9f964a520c0341fe3,-420,33.435624,-112.003066,Airport,Phoenix,US,21:55:29,2012730,2012/7/30 21:55,Travel & Transport,6,33.41852281040892,-111.98156154646841,2,6,-1,2012-07-30 21:55:00,2012-07-30 14:55:00
30416,170928,4afcaba0f964a520f32422e3,-420,33.494488,-112.083067,Grocery Store,Phoenix,US,22:32:19,2012730,2012/7/30 22:32,Shop & Service,4,33.52096371989529,-112.0698587486911,4,4,-1,2012-07-30 22:32:00,2012-07-30 15:32:00
31018,181196,4b9cb933f964a520347836e3,-420,33.466082,-112.044514,Gay Bar,Phoenix,US,8:04:20,2012805,2012/8/5 8:04,Nightlife Spot,3,33.459221058139526,-112.07305906104652,4,4,-1,2012-08-05 08:04:00,2012-08-05 01:04:00
10074,22431,413ba880f964a520111c1fe3,-420,33.641348,-112.117624,Pizza Place,Phoenix,US,8:13:11,2012805,2012/8/5 8:13,Food,8,33.64824537209302,-112.09229006976744,5,8,2,2012-08-05 08:13:00,2012-08-05 01:13:00
32094,202121,501cf5c4e4b0944fadc25a2d,-420,33.562924,-112.148983,Home (private),Phoenix,US,8:26:37,2012805,2012/8/5 8:26,Residence,2,33.5951913539823,-112.15487550884956,4,2,-1,2012-08-05 08:26:00,2012-08-05 01:26:00
3087,3975,4fc33f12e4b021b6e07c2134,-420,33.59037,-112.172828,Home (private),Phoenix,US,9:03:48,2012805,2012/8/5 9:03,Residence,2,33.5951913539823,-112.15487550884956,6,2,-1,2012-08-05 09:03:00,2012-08-05 02:03:00
16468,48796,4f15b6b8e4b045626b65d111,-420,33.515246999999995,-112.190552,Other Great Outdoors,Phoenix,US,9:29:23,2012805,2012/8/5 9:29,Outdoors & Recreation,7,33.447427633663374,-112.1794503861386,8,3,7,2012-08-05 09:29:00,2012-08-05 02:29:00
29709,164745,4f530cede4b006151550fd41,-420,33.421627,-112.02598799999998,Factory,Phoenix,US,11:22:32,2012805,2012/8/5 11:22,Professional & Other Places,6,33.41852281040892,-111.98156154646841,4,1,6,2012-08-05 11:22:00,2012-08-05 04:22:00
14901,43232,4abf8218f964a520ef9020e3,-420,33.523467,-112.047133,Coffee Shop,Phoenix,US,13:30:39,2012805,2012/8/5 13:30,Drink,4,33.52096371989529,-112.0698587486911,7,4,-1,2012-08-05 13:30:00,2012-08-05 06:30:00
13199,32996,4b434117f964a5208edd25e3,-420,33.636953000000005,-112.071147,Gym / Fitness Center,Phoenix,US,13:47:31,2012805,2012/8/5 13:47,Outdoors & Recreation,8,33.64824537209302,-112.09229006976744,9,0,-1,2012-08-05 13:47:00,2012-08-05 06:47:00
3860,5266,4fba8cdee4b09a2fd5272af3,-420,33.404187,-111.977197,Office,Phoenix,US,13:59:50,2012805,2012/8/5 13:59,Professional & Other Places,6,33.41852281040892,-111.98156154646841,6,4,-1,2012-08-05 13:59:00,2012-08-05 06:59:00
14902,43232,4f400706e4b08b2472905ec8,-420,33.532775,-112.047593,Neighborhood,Phoenix,US,14:47:26,2012805,2012/8/5 14:47,Outdoors & Recreation,4,33.52096371989529,-112.0698587486911,7,4,-1,2012-08-05 14:47:00,2012-08-05 07:47:00
28867,154593,4cb1e5ae562d224b2a692288,-420,33.61398,-112.022999,Hiking Trail,Phoenix,US,15:13:31,2012805,2012/8/5 15:13,Outdoors & Recreation,5,33.60813345192308,-111.99399652884615,6,5,-1,2012-08-05 15:13:00,2012-08-05 08:13:00
946,168,4e8c7f417ee63153eb9e3ed3,-420,33.438412,-112.005535,Travel & Transport,Phoenix,US,15:38:40,2012805,2012/8/5 15:38,Travel & Transport,6,33.41852281040892,-111.98156154646841,6,4,-1,2012-08-05 15:38:00,2012-08-05 08:38:00
3861,5266,4dc0bd00d22da0153340459a,-420,33.585609000000005,-112.066095,Hiking Trail,Phoenix,US,15:47:08,2012805,2012/8/5 15:47,Outdoors & Recreation,4,33.52096371989529,-112.0698587486911,6,4,-1,2012-08-05 15:47:00,2012-08-05 08:47:00
33940,231504,4ac79ab7f964a52064b820e3,-420,33.459367,-112.074223,Coffee Shop,Phoenix,US,15:54:23,2012805,2012/8/5 15:54,Drink,3,33.459221058139526,-112.07305906104652,4,3,-1,2012-08-05 15:54:00,2012-08-05 08:54:00
31271,186128,4d7d4425d1c28eec5ac71a74,-420,33.624393,-112.030699,Jewelry Store,Phoenix,US,15:56:39,2012805,2012/8/5 15:56,Shop & Service,5,33.60813345192308,-111.99399652884615,2,5,-1,2012-08-05 15:56:00,2012-08-05 08:56:00
10312,23131,4bb53779ef159c74c77874f7,-420,33.396953,-112.125137,Home (private),Phoenix,US,16:01:39,2012805,2012/8/5 16:01,Residence,7,33.447427633663374,-112.1794503861386,6,7,-1,2012-08-05 16:01:00,2012-08-05 09:01:00
947,168,4bcdf21b511f95219f7db5c7,-420,33.436874,-111.999441,Airport Gate,Phoenix,US,16:07:33,2012805,2012/8/5 16:07,Travel & Transport,6,33.41852281040892,-111.98156154646841,6,4,-1,2012-08-05 16:07:00,2012-08-05 09:07:00
948,168,500ec0a8f2e77036666940ad,-420,33.437243,-111.999199,Mexican Restaurant,Phoenix,US,16:40:58,2012805,2012/8/5 16:40,Food,6,33.41852281040892,-111.98156154646841,6,4,-1,2012-08-05 16:40:00,2012-08-05 09:40:00
5386,11185,4b88b2eaf964a520720932e3,-420,33.459002000000005,-112.074987,Church,Phoenix,US,16:47:02,2012805,2012/8/5 16:47,Professional & Other Places,3,33.459221058139526,-112.07305906104652,9,4,-1,2012-08-05 16:47:00,2012-08-05 09:47:00
33387,224180,48ba73f9f964a520ca511fe3,-420,33.448819,-112.066129,Science Museum,Phoenix,US,16:53:04,2012805,2012/8/5 16:53,Arts & Entertainment,3,33.459221058139526,-112.07305906104652,7,1,-1,2012-08-05 16:53:00,2012-08-05 09:53:00
33941,231504,4b88b2eaf964a520720932e3,-420,33.459002000000005,-112.074987,Church,Phoenix,US,16:58:30,2012805,2012/8/5 16:58,Professional & Other Places,3,33.459221058139526,-112.07305906104652,4,3,-1,2012-08-05 16:58:00,2012-08-05 09:58:00
949,168,4bdcb76e4b1f952154db670b,-420,33.437975,-111.999194,Airport Gate,Phoenix,US,17:03:49,2012805,2012/8/5 17:03,Travel & Transport,6,33.41852281040892,-111.98156154646841,6,4,-1,2012-08-05 17:03:00,2012-08-05 10:03:00
15015,43534,4a5e773bf964a520a0be1fe3,-420,33.506888000000004,-112.037276,Gym / Fitness Center,Phoenix,US,17:05:37,2012805,2012/8/5 17:05,Outdoors & Recreation,4,33.52096371989529,-112.0698587486911,5,4,3,2012-08-05 17:05:00,2012-08-05 10:05:00
2065,647,4e7f9d419a52a0fcc38a3a26,-420,33.378158,-111.968274,Road,Phoenix,US,17:32:39,2012805,2012/8/5 17:32,Travel & Transport,6,33.41852281040892,-111.98156154646841,2,6,-1,2012-08-05 17:32:00,2012-08-05 10:32:00
20684,73100,4e2cb319d4c0e5c89ad265d8,-420,33.489378,-112.112274,Church,Phoenix,US,17:37:30,2012805,2012/8/5 17:37,Professional & Other Places,3,33.459221058139526,-112.07305906104652,6,3,-1,2012-08-05 17:37:00,2012-08-05 10:37:00
9165,18908,4a4d0858f964a52079ad1fe3,-420,33.502227000000005,-111.995743,Pizza Place,Phoenix,US,17:45:22,2012805,2012/8/5 17:45,Food,1,33.4931607434555,-112.00071044502614,6,1,-1,2012-08-05 17:45:00,2012-08-05 10:45:00
8384,18482,4a5e773bf964a520a0be1fe3,-420,33.506888000000004,-112.037276,Gym / Fitness Center,Phoenix,US,18:20:12,2012805,2012/8/5 18:20,Outdoors & Recreation,4,33.52096371989529,-112.0698587486911,6,1,0,2012-08-05 18:20:00,2012-08-05 11:20:00
1703,233,4f8cb5f1e4b03758900ae5c0,-420,33.394441,-111.959844,Office,Phoenix,US,18:25:57,2012805,2012/8/5 18:25,Professional & Other Places,6,33.41852281040892,-111.98156154646841,7,6,-1,2012-08-05 18:25:00,2012-08-05 11:25:00
18740,62016,4a5fcb9cf964a5203cc01fe3,-420,33.512667,-112.074079,Wine Bar,Phoenix,US,18:30:55,2012805,2012/8/5 18:30,Nightlife Spot,4,33.52096371989529,-112.0698587486911,4,3,-1,2012-08-05 18:30:00,2012-08-05 11:30:00
5740,11800,4fa74b2be4b0d607ba6d16a6,-420,33.491122,-112.077445,Home (private),Phoenix,US,19:01:18,2012805,2012/8/5 19:01,Residence,4,33.52096371989529,-112.0698587486911,8,4,-1,2012-08-05 19:01:00,2012-08-05 12:01:00
8385,18482,4b944f4df964a520087434e3,-420,33.510413,-112.026258,Sushi Restaurant,Phoenix,US,19:06:12,2012805,2012/8/5 19:06,Food,1,33.4931607434555,-112.00071044502614,6,1,0,2012-08-05 19:06:00,2012-08-05 12:06:00
8637,18625,4c0515d973a8c9b6f9e996e0,-420,33.538878000000004,-112.218699,Grocery Store,Phoenix,US,19:14:54,2012805,2012/8/5 19:14,Shop & Service,0,33.5040619112426,-112.25862841420118,7,0,-1,2012-08-05 19:14:00,2012-08-05 12:14:00
16465,48796,4b5f8695f964a52089bf29e3,-420,33.551616,-112.179672,Department Store,Phoenix,US,19:17:41,2012805,2012/8/5 19:17,Shop & Service,2,33.5951913539823,-112.15487550884956,8,3,7,2012-08-05 19:17:00,2012-08-05 12:17:00
26284,122953,449e9fb9f964a520c0341fe3,-420,33.435624,-112.003066,Airport,Phoenix,US,19:27:54,2012805,2012/8/5 19:27,Travel & Transport,6,33.41852281040892,-111.98156154646841,6,4,-1,2012-08-05 19:27:00,2012-08-05 12:27:00
23416,93909,4b7348dbf964a52050a62de3,-420,33.517672,-112.06353,Grocery Store,Phoenix,US,19:42:14,2012805,2012/8/5 19:42,Shop & Service,4,33.52096371989529,-112.0698587486911,4,1,-1,2012-08-05 19:42:00,2012-08-05 12:42:00
6865,13301,4a6cc843f964a520a0d11fe3,-420,33.382863,-111.964846,Mall,Phoenix,US,19:42:24,2012805,2012/8/5 19:42,Shop & Service,6,33.41852281040892,-111.98156154646841,5,3,4,2012-08-05 19:42:00,2012-08-05 12:42:00
1704,233,4e27790db61c9d28cbeb5500,-420,33.394533,-111.959774,Coworking Space,Phoenix,US,20:01:52,2012805,2012/8/5 20:01,Professional & Other Places,6,33.41852281040892,-111.98156154646841,7,6,-1,2012-08-05 20:01:00,2012-08-05 13:01:00
18741,62016,4abce4aef964a520948720e3,-420,33.483307,-112.075038,Coffee Shop,Phoenix,US,20:10:56,2012805,2012/8/5 20:10,Drink,3,33.459221058139526,-112.07305906104652,4,3,-1,2012-08-05 20:10:00,2012-08-05 13:10:00
31272,186128,4d7d4425d1c28eec5ac71a74,-420,33.624393,-112.030699,Jewelry Store,Phoenix,US,20:10:43,2012805,2012/8/5 20:10,Shop & Service,5,33.60813345192308,-111.99399652884615,2,5,-1,2012-08-05 20:10:00,2012-08-05 13:10:00
22176,87077,4a662b37f964a52029c81fe3,-420,33.465545,-112.078035,Coffee Shop,Phoenix,US,20:19:21,2012805,2012/8/5 20:19,Drink,3,33.459221058139526,-112.07305906104652,4,3,-1,2012-08-05 20:19:00,2012-08-05 13:19:00
9704,21804,4dae12ec6e81e2dffdc06689,-420,33.492461,-112.289079,Ice Cream Shop,Phoenix,US,20:20:02,2012805,2012/8/5 20:20,Food,0,33.5040619112426,-112.25862841420118,6,0,-1,2012-08-05 20:20:00,2012-08-05 13:20:00
19074,63763,4b639970f964a52001862ae3,-420,33.565138,-112.253954,Grocery Store,Phoenix,US,20:24:41,2012805,2012/8/5 20:24,Shop & Service,0,33.5040619112426,-112.25862841420118,8,2,-1,2012-08-05 20:24:00,2012-08-05 13:24:00
16466,48796,4d9a153f9079b1f767ee500a,-420,33.496091,-112.166816,Department Store,Phoenix,US,20:25:10,2012805,2012/8/5 20:25,Shop & Service,7,33.447427633663374,-112.1794503861386,8,3,7,2012-08-05 20:25:00,2012-08-05 13:25:00
1705,233,4f0fa5b6e4b0044a216c838c,-420,33.394415,-111.959792,Office,Phoenix,US,20:26:43,2012805,2012/8/5 20:26,Professional & Other Places,6,33.41852281040892,-111.98156154646841,7,6,-1,2012-08-05 20:26:00,2012-08-05 13:26:00
24917,110058,4558b1a4f964a5204a3d1fe3,-420,33.511679,-112.065361,Mexican Restaurant,Phoenix,US,21:01:50,2012805,2012/8/5 21:01,Food,4,33.52096371989529,-112.0698587486911,6,5,-1,2012-08-05 21:01:00,2012-08-05 14:01:00
31127,183725,4a709dacf964a520f7d71fe3,-420,33.583719,-111.978384,Indian Restaurant,Phoenix,US,21:08:50,2012805,2012/8/5 21:08,Food,5,33.60813345192308,-111.99399652884615,5,3,-1,2012-08-05 21:08:00,2012-08-05 14:08:00
950,168,4d84196f61676dcb88626be4,-420,33.436297,-112.000983,General Travel,Phoenix,US,21:26:48,2012805,2012/8/5 21:26,Travel & Transport,6,33.41852281040892,-111.98156154646841,6,4,-1,2012-08-05 21:26:00,2012-08-05 14:26:00
32092,202121,4f5333dbe4b07de37c68b68f,-420,33.565239,-112.145958,Dive Bar,Phoenix,US,21:26:47,2012805,2012/8/5 21:26,Nightlife Spot,2,33.5951913539823,-112.15487550884956,4,2,-1,2012-08-05 21:26:00,2012-08-05 14:26:00
32093,202121,501cf5c4e4b0944fadc25a2d,-420,33.562924,-112.148983,Home (private),Phoenix,US,21:28:53,2012805,2012/8/5 21:28,Residence,2,33.5951913539823,-112.15487550884956,4,2,-1,2012-08-05 21:28:00,2012-08-05 14:28:00
951,168,4dba1044f7b144688ff1319c,-420,33.436135,-111.99933500000002,Bus Station,Phoenix,US,21:31:56,2012805,2012/8/5 21:31,Travel & Transport,6,33.41852281040892,-111.98156154646841,6,4,-1,2012-08-05 21:31:00,2012-08-05 14:31:00
4184,5303,4c00e365147bd13a15a42a4d,-420,33.55375,-112.100223,Drugstore / Pharmacy,Phoenix,US,21:36:46,2012805,2012/8/5 21:36,Shop & Service,4,33.52096371989529,-112.0698587486911,7,4,-1,2012-08-05 21:36:00,2012-08-05 14:36:00
4185,5303,4a9586d9f964a520832320e3,-420,33.554056,-112.101059,Bookstore,Phoenix,US,21:37:14,2012805,2012/8/5 21:37,Shop & Service,4,33.52096371989529,-112.0698587486911,7,4,-1,2012-08-05 21:37:00,2012-08-05 14:37:00
952,168,4e2666998877d0ffee80b7ef,-420,33.447844,-111.988,General Travel,Phoenix,US,21:40:41,2012805,2012/8/5 21:40,Travel & Transport,6,33.41852281040892,-111.98156154646841,6,4,-1,2012-08-05 21:40:00,2012-08-05 14:40:00
4186,5303,4d1f5638e56f6ea8ad936c1d,-420,33.53992,-112.101291,Home (private),Phoenix,US,21:57:02,2012805,2012/8/5 21:57,Residence,4,33.52096371989529,-112.0698587486911,7,4,-1,2012-08-05 21:57:00,2012-08-05 14:57:00
953,168,4c85b06347cc224bce9ba39f,-420,33.448251,-112.07376200000002,City,Phoenix,US,21:57:14,2012805,2012/8/5 21:57,Outdoors & Recreation,3,33.459221058139526,-112.07305906104652,6,4,-1,2012-08-05 21:57:00,2012-08-05 14:57:00
14304,38638,4acc99c3f964a52010c920e3,-420,33.510441,-111.985665,Grocery Store,Phoenix,US,22:03:52,2012805,2012/8/5 22:03,Shop & Service,1,33.4931607434555,-112.00071044502614,5,1,-1,2012-08-05 22:03:00,2012-08-05 15:03:00
954,168,4e7fa10fb8f76e28c2deef16,-420,33.503444,-112.073675,City,Phoenix,US,22:14:08,2012805,2012/8/5 22:14,Outdoors & Recreation,4,33.52096371989529,-112.0698587486911,6,4,-1,2012-08-05 22:14:00,2012-08-05 15:14:00
955,168,4c2e27dc260bc9289b341bd3,-420,33.501622999999995,-112.074397,Residential Building (Apartment / Condo),Phoenix,US,22:28:30,2012805,2012/8/5 22:28,Residence,4,33.52096371989529,-112.0698587486911,6,4,-1,2012-08-05 22:28:00,2012-08-05 15:28:00
16467,48796,4bd26fc0046076b0e3207471,-420,33.568378,-112.185881,Fast Food Restaurant,Phoenix,US,22:29:15,2012805,2012/8/5 22:29,Food,2,33.5951913539823,-112.15487550884956,8,3,7,2012-08-05 22:29:00,2012-08-05 15:29:00
4626,7031,4a9586d9f964a520832320e3,-420,33.554056,-112.101059,Bookstore,Phoenix,US,23:01:56,2012805,2012/8/5 23:01,Shop & Service,4,33.52096371989529,-112.0698587486911,9,4,-1,2012-08-05 23:01:00,2012-08-05 16:01:00
6073,12013,501eff5ae4b05e0d9651d96c,-420,33.58077,-112.053599,Home (private),Phoenix,US,23:22:23,2012805,2012/8/5 23:22,Residence,4,33.52096371989529,-112.0698587486911,5,7,0,2012-08-05 23:22:00,2012-08-05 16:22:00
26202,122239,4a5e773bf964a520a0be1fe3,-420,33.506888000000004,-112.037276,Gym / Fitness Center,Phoenix,US,23:22:02,2012805,2012/8/5 23:22,Outdoors & Recreation,4,33.52096371989529,-112.0698587486911,5,4,-1,2012-08-05 23:22:00,2012-08-05 16:22:00
8638,18625,4e8709a19a52c2741de8f0ab,-420,33.541088,-112.208596,Home (private),Phoenix,US,23:27:06,2012805,2012/8/5 23:27,Residence,0,33.5040619112426,-112.25862841420118,7,0,-1,2012-08-05 23:27:00,2012-08-05 16:27:00
9584,21155,4b110ff3f964a520d47723e3,-420,33.508708,-112.273333,Convenience Store,Phoenix,US,23:54:49,2012805,2012/8/5 23:54,Shop & Service,0,33.5040619112426,-112.25862841420118,6,2,-1,2012-08-05 23:54:00,2012-08-05 16:54:00
32114,202141,4a3854cbf964a520e99e1fe3,-420,33.431816999999995,-111.948838,Performing Arts Venue,Phoenix,US,0:04:43,2012806,2012/8/6 0:04,Arts & Entertainment,6,33.41852281040892,-111.98156154646841,3,6,-1,2012-08-06 00:04:00,2012-08-05 17:04:00
26479,123796,4b7b5328f964a520645e2fe3,-420,33.466317,-112.239493,Grocery Store,Phoenix,US,0:10:22,2012806,2012/8/6 0:10,Shop & Service,0,33.5040619112426,-112.25862841420118,7,6,-1,2012-08-06 00:10:00,2012-08-05 17:10:00
19684,66033,4e741e1952b1c8e518dbe52f,-420,33.447952,-112.074246,Plaza,Phoenix,US,0:13:34,2012806,2012/8/6 0:13,Outdoors & Recreation,3,33.459221058139526,-112.07305906104652,7,3,-1,2012-08-06 00:13:00,2012-08-05 17:13:00
956,168,4abdee78f964a520838b20e3,-420,33.488271999999995,-112.081581,Grocery Store,Phoenix,US,0:22:22,2012806,2012/8/6 0:22,Shop & Service,3,33.459221058139526,-112.07305906104652,6,4,-1,2012-08-06 00:22:00,2012-08-05 17:22:00
4627,7031,4aa54800f964a520d64720e3,-420,33.554575,-112.101021,Grocery Store,Phoenix,US,0:23:41,2012806,2012/8/6 0:23,Shop & Service,4,33.52096371989529,-112.0698587486911,9,4,-1,2012-08-06 00:23:00,2012-08-05 17:23:00
30550,174331,4b082213f964a5207c0423e3,-420,33.508136,-112.040788,Clothing Store,Phoenix,US,0:25:06,2012806,2012/8/6 0:25,Shop & Service,4,33.52096371989529,-112.0698587486911,4,3,4,2012-08-06 00:25:00,2012-08-05 17:25:00
15016,43534,4a5e773bf964a520a0be1fe3,-420,33.506888000000004,-112.037276,Gym / Fitness Center,Phoenix,US,0:51:35,2012806,2012/8/6 0:51,Outdoors & Recreation,4,33.52096371989529,-112.0698587486911,5,4,3,2012-08-06 00:51:00,2012-08-05 17:51:00
20641,72766,4aac55e1f964a5208b5d20e3,-420,33.641594,-112.082286,Pet Store,Phoenix,US,0:55:34,2012806,2012/8/6 0:55,Shop & Service,8,33.64824537209302,-112.09229006976744,6,3,8,2012-08-06 00:55:00,2012-08-05 17:55:00
20432,72367,4df969e2d22d964c6b9a1f38,-420,33.456845,-111.967215,Residential Building (Apartment / Condo),Phoenix,US,1:04:35,2012806,2012/8/6 1:04,Residence,6,33.41852281040892,-111.98156154646841,5,6,-1,2012-08-06 01:04:00,2012-08-05 18:04:00
2726,3769,4aff0f06f964a5209e3322e3,-420,33.37898,-111.964869,American Restaurant,Phoenix,US,1:12:37,2012806,2012/8/6 1:12,Food,6,33.41852281040892,-111.98156154646841,5,4,-1,2012-08-06 01:12:00,2012-08-05 18:12:00
23984,98646,4b44db67f964a5205bfe25e3,-420,33.535099,-112.26079,American Restaurant,Phoenix,US,1:15:19,2012806,2012/8/6 1:15,Food,0,33.5040619112426,-112.25862841420118,8,1,-1,2012-08-06 01:15:00,2012-08-05 18:15:00
9585,21155,4ac199f3f964a520909720e3,-420,33.509482,-112.065276,Diner,Phoenix,US,1:37:03,2012806,2012/8/6 1:37,Food,4,33.52096371989529,-112.0698587486911,6,2,-1,2012-08-06 01:37:00,2012-08-05 18:37:00
32095,202121,4b784beef964a5202fc32ee3,-420,33.554187,-112.132324,Grocery Store,Phoenix,US,1:43:22,2012806,2012/8/6 1:43,Shop & Service,2,33.5951913539823,-112.15487550884956,4,2,-1,2012-08-06 01:43:00,2012-08-05 18:43:00
13922,37691,4b24519af964a520d36524e3,-420,33.510055,-112.029798,American Restaurant,Phoenix,US,1:52:56,2012806,2012/8/6 1:52,Food,1,33.4931607434555,-112.00071044502614,7,4,-1,2012-08-06 01:52:00,2012-08-05 18:52:00
